개방자치단체코드,관리번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분명,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3740000,202637400000701030,수원시여성문화공간-休,경기도 수원시 권선구 권선동 1311-2,경기도,수원시,서민·복지시설,KT,Public WiFi Free,202007,경기도 수원시 권선구 동수원로 224번길 10 (권선동),경기도 수원시 권선구 권선동 1311-2,통신사,031-5191-2299,37.24929983,127.0343732,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701031,수원시평생학습관,경기도 수원시 팔달구 우만동 582,경기도,수원시,서민·복지시설,KT,Public WiFi Free,202007,경기도 수원시  팔달구 월드컵로 381번길 2,경기도 수원시 팔달구 우만동 582,통신사,031-5191-2299,37.29134409,127.0279957,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701032,경기도여성비전센터,경기도 수원시 팔달구 인계동 1129,경기도,수원시,서민·복지시설,LGU+,Public WiFi Free,202007,경기도 수원시  팔달구 효원로308번길 34 (인계동),경기도 수원시 팔달구 인계동 1129,통신사,031-5191-2299,37.25925475,127.0337239,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701033,수원국민체육센터_1,경기도 수원시 장안구 조원동 825,경기도,수원시,편의시설,KT,Public WiFi Free,202007,경기도 수원시 장안구 경수대로 893 (조원동),경기도 수원시 장안구 조원동 825,통신사,031-5191-2299,37.29860953,127.0075568,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701034,수원여고.농천교회(03028),경기도 수원시 팔달구 고등동167-14,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,202110,경기도 수원시 팔달구 고등로33번길 33 (고등동),경기도 수원시 팔달구 고등동167-14,디지털정책과,031-5191-2299,37.275874,127.00275,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701035,고등동삼거리(03018),경기도 수원시 팔달구 고등동 220-4,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,202110,,경기도 수원시 팔달구 고등동 220-4,디지털정책과,031-5191-2299,37.271777,127.00111,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701036,오목천공원,경기도 수원시 권선구 고색동 980,경기도,수원시,편의시설,KT,PublicWiFi@Suwon,202110,경기도 수원시 권선구 오목천로 96 (고색동),경기도 수원시 권선구 고색동 980,디지털정책과,031-5191-2299,37.24105541,126.973141,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701037,화성문화재단 옥상,경기도 수원시 팔달구 남창동 14,경기도,수원시,기타,KT,PublicWiFi@Suwon,202110,경기도 수원시 팔달구 행궁로 11,경기도 수원시 팔달구 남창동 14,디지털정책과,031-5191-2299,37.281019,127.014922,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701038,행궁동 청개구리 연못,경기도 수원시 팔달구 팔달로3가 94-5,경기도,수원시,기타,KT,PublicWiFi@Suwon,202110,경기도 수원시 팔달구 행궁로 63,경기도 수원시 팔달구 팔달로3가 94-5,디지털정책과,031-5191-2299,37.276958,127.015762,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701039,송산주차장 앞,경기도 수원시 팔달구3가 79,경기도,수원시,기타,KT,PublicWiFi@Suwon,202110,경기도 수원시 팔달구 정조로 751-12,경기도 수원시 팔달구3가 79,디지털정책과,031-5191-2299,37.275311,127.015768,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701040,수원 가족여성회관 뒤 휴식공간,경기도 수원시 팔달구 교동 87-1,경기도,수원시,기타,KT,PublicWiFi@Suwon,202110,경기도 수원시 팔달구 향교로 122,경기도 수원시 팔달구 교동 87-1,디지털정책과,031-5191-2299,37.272009,127.013488,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701041,중동사거리 광장,경기도 수원시 팔달구 중동 4,경기도,수원시,기타,KT,PublicWiFi@Suwon,202110,경기도 수원시 팔달구 향교로 161,경기도 수원시 팔달구 중동 4,디지털정책과,031-5191-2299,37.275044,127.011928,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701042,팔달문(03133),경기도 수원시 팔달구 팔달로3가 101-3,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,202110,경기도 수원시 팔달구 정조로 775,경기도 수원시 팔달구 팔달로3가 101-3,디지털정책과,031-5191-2299,37.277376,127.016276,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701043,수원 선경산업관,경기도 수원시 권선구 평동 183,경기도,수원시,편의시설,KT,PublicWiFi@Suwon,202110,,경기도 수원시 권선구 평동 183,디지털정책과,031-5191-2299,37.258831,126.992291,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701044,문화향수의집,경기도 수원시 장안구 상광교동 51,경기도,수원시,편의시설,KT,PublicWiFi@Suwon,202110,경기도 수원시 장안구 광교산로 602-37 (상광교동),경기도 수원시 장안구 상광교동 51,디지털정책과,031-5191-2299,37.336099,127.018201,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701045,신미주아파트(02875),경기도 수원시 권선구 금곡동 245-66,경기도,수원시,교통시설,KT,Public WiFi Free,202110,경기도 수원시 권선구 금호로15번길 6,경기도 수원시 권선구 금곡동 245-66,통신사,031-5191-2299,37.268831,126.95426,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701046,삼익아파트(02038),경기도 수원시 권선구 호매실동 82-6,경기도,수원시,교통시설,KT,Public WiFi Free,202110,경기도 수원시 권선구 금호로 60,경기도 수원시 권선구 호매실동 82-6,통신사,031-5191-2299,37.269753,126.95796,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701047,녹산문고앞(03137),경기도 수원시 팔달구 구천동 10-50,경기도,수원시,교통시설,KT,Public WiFi Free,202110,경기도 수원시 팔달구 중부대로 14,경기도 수원시 팔달구 구천동 10-50,통신사,031-5191-2299,37.275135,127.018155,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701048,수원시 복합문화공간 111CM,경기도 수원시 장안구 정자동 111-19,경기도,수원시,서민·복지시설,KT,Public WiFi Free,202110,,경기도 수원시 장안구 정자동 111-19,통신사,031-5191-2299,37.289865,126.992282,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701049,광교호수공원 관리사무소 옥상,경기도 수원시 영통구 하동 1023,경기도,수원시,편의시설,KT,Public WiFi Free,202110,경기도 수원시 영통구 광교호수공원로 102 (하동),경기도 수원시 영통구 하동 1023,통신사,031-5191-2299,37.275233,127.06383,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701050,장안공원,경기도 수원시 장안구 영화동 349-26,경기도,수원시,편의시설,KT,Public WiFi Free,202110,경기도 수원시 장안구 팔달로 238 (영화동),경기도 수원시 장안구 영화동 349-26,통신사,031-5191-2299,37.287541,127.011594,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701051,신동 수변공원,경기도 수원시 영통구 신동 551-1,경기도,수원시,편의시설,KT,Public WiFi Free,202110,,경기도 수원시 영통구 신동 551-1,통신사,031-5191-2299,37.247422,127.041166,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701052,글빛누리공원,경기도 수원시 영통구 망포동 780,경기도,수원시,편의시설,KT,Public WiFi Free,202110,경기도 수원시 영통구 동탄지성로 549-15,경기도 수원시 영통구 망포동 780,통신사,031-5191-2299,37.240924,127.045647,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701053,성균관대역.고용노동부경기지청.율전성당(01262),경기도 수원시 장안구 천천동 575-4,경기도,수원시,교통시설,KT,Public WiFi Free,202110,,경기도 수원시 장안구 천천동 575-4,통신사,031-5191-2299,37.301723,126.97303,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701054,남창동 열린문화 공간(후소),경기도 수원시 팔달구 남창동 99-28,경기도,수원시,서민·복지시설,KT,Public WiFi Free,202110,,경기도 수원시 팔달구 남창동 99-28,통신사,031-5191-2299,37.279597,127.014799,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701055,수원 탑동 시민농장,경기도 수원시 권선구 탑동 540-2,경기도,수원시,기타,KT,Public WiFi Free,202110,경기도 수원시 권선구 서둔로 155,경기도 수원시 권선구 탑동 540-2,통신사,031-5191-2299,37.264986,126.979777,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701056,수원시 연화장 승화원,경기도 수원시 영통구 하동 20,경기도,수원시,서민·복지시설,KT,Public WiFi Free,202110,경기도 수원시 영통구 광교호수로278,경기도 수원시 영통구 하동 20,통신사,031-5191-2299,37.289337,127.08454,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701057,수원시 연화장 장례식장,경기도 수원시 영통구 하동 20,경기도,수원시,서민·복지시설,KT,Public WiFi Free,202110,경기도 수원시 영통구 광교호수로278,경기도 수원시 영통구 하동 20,통신사,031-5191-2299,37.289945,127.084389,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701058,수원시 연화장 추모의집,경기도 수원시 영통구 하동 20,경기도,수원시,서민·복지시설,KT,Public WiFi Free,202110,경기도 수원시 영통구 광교호수로278,경기도 수원시 영통구 하동 20,통신사,031-5191-2299,37.291594,127.083154,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701059,지동 행정복지센터,경기도 수원시 팔달구 지동 479,경기도,수원시,관공서,KT,PublicWiFi@Suwon,202110,경기도 수원시 팔달구 팔달문로115번길 5 (지동),경기도 수원시 팔달구 지동 479,디지털정책과,031-5191-2299,37.28203805,127.0284703,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701060,당수체육공원,경기도 수원시 권선구 당수동 162-1,경기도,수원시,편의시설,KT,PublicWiFi@Suwon,202209,경기도 수원시 권선구 당수로 235,경기도 수원시 권선구 당수동 162-1,디지털정책과,031-5191-2299,37.292278,126.942874,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701061,행궁광장 안내소,경기도 수원시 팔달구 남창동 34-1,경기도,수원시,관광,KT,PublicWiFi@Suwon,202209,,경기도 수원시 팔달구 남창동34-1,디지털정책과,031-5191-2299,37.281402,127.015067,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701062,수원화성 화서문 일원,경기도 수원시 팔달구 장안동 334,경기도,수원시,관광,KT,PublicWiFi@Suwon,202209,,경기도 수원시 팔달구 장안동 334,디지털정책과,031-5191-2299,37.285284,127.010063,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701063,수원화성 장안문 관광안내소,경기도 수원시 팔달구 장안동 2-6,경기도,수원시,관광,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 정조로 901 (장안동),경기도 수원시 팔달구 장안동 2-6,디지털정책과,031-5191-2299,37.287627,127.013839,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701064,수원화성 장안문,경기도 수원시 팔달구 장안동 2-6,경기도,수원시,관광,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 정조로 901 (장안동),경기도 수원시 팔달구 장안동 2-6,디지털정책과,031-5191-2299,37.287627,127.013839,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701065,수원전통문화관,경기도 수원시 팔달구 장안동 11-3,경기도,수원시,관광,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 정조로 893 (장안동),경기도 수원시 팔달구 장안동 11-3,디지털정책과,031-5191-2299,37.287627,127.014394,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701066,수원화성 화홍문,경기도 수원시 팔달구 북수동 90-1,경기도,수원시,관광,KT,PublicWiFi@Suwon,202209,,경기도 수원시 팔달구 북수동 90-1,디지털정책과,031-5191-2299,37.287334,127.017041,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701067,수원화성 방화수류정,경기도 수원시 팔달구 매향동 151,경기도,수원시,관광,KT,PublicWiFi@Suwon,202209,경기도 수원시팔달구 수원천로392번길 44-6,경기도 수원시 팔달구 매향동 151,디지털정책과,031-5191-2299,37.287637,127.018147,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701068,수원화성 연무대,경기도 수원시 팔달구 매향동 1-7,경기도,수원시,관광,KT,PublicWiFi@Suwon,202209,,경기도 수원시 팔달구 매향동 1-7,디지털정책과,031-5191-2299,37.28894,127.024155,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701069,수원화성 동일포루,경기도 수원시 팔달구 남수동 11-55,경기도,수원시,관광,KT,PublicWiFi@Suwon,202209,,경기도 수원시 팔달구 남수동 11-55,디지털정책과,031-5191-2299,37.285985,127.024813,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701070,수원화성 동포루,경기도 수원시 팔달구 남수동 11-55,경기도,수원시,관광,KT,PublicWiFi@Suwon,202209,,경기도 수원시 팔달구 남수동 11-55,디지털정책과,031-5191-2299,37.283635,127.022918,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701071,수원화성 봉돈,경기도 수원시 팔달구 지동 294-1,경기도,수원시,관광,KT,PublicWiFi@Suwon,202209,,경기도 수원시 팔달구 지동 294-1,디지털정책과,031-5191-2299,37.281372,127.021627,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701072,수원화성 동암문,경기도 수원시 팔달구 매향동 153-1,경기도,수원시,관광,KT,PublicWiFi@Suwon,202209,,경기도 수원시 팔달구 매향동 153-1,디지털정책과,031-5191-2299,37.287661,127.022418,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701073,수원화성 동북공심돈,경기도 수원시 팔달구 매향동 157,경기도,수원시,관광,KT,PublicWiFi@Suwon,202209,,경기도 수원시 팔달구 매향동 157,디지털정책과,031-5191-2299,37.289355,127.024431,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701074,연무대 국궁체험장,경기도 수원시 팔달구 매향동 3-32,경기도,수원시,관광,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 창룡대로 105 (매향동),경기도 수원시 팔달구 매향동 3-32,디지털정책과,031-5191-2299,37.289009,127.024282,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701075,수원화성 창룡문,경기도 수원시 팔달구 매향동 2,경기도,수원시,관광,KT,PublicWiFi@Suwon,202209,,경기도 수원시 팔달구 매향동 2,디지털정책과,031-5191-2299,37.287758,127.024114,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701076,행궁동 왕의골목_1(신풍로),경기도 수원시 팔달구 신풍동 186-3,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 신풍로 25 (신풍동),경기도 수원시 팔달구 신풍동 186-3,디지털정책과,031-5191-2299,37.283258,127.014803,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701077,행궁동 왕의골목_2(신풍로),경기도 수원시 팔달구 신풍동 186-3,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 신풍로 25 (신풍동),경기도 수원시 팔달구 신풍동 186-3,디지털정책과,031-5191-2299,37.283258,127.014803,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701078,행궁동 왕의골목_3(신풍로),경기도 수원시 팔달구 신풍동 363-3,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,,경기도 수원시 팔달구 신풍동 363-3,디지털정책과,031-5191-2299,37.284552,127.014447,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701079,행궁동 왕의골목_4(신풍로),경기도 수원시 팔달구 신풍동 363-3,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,,경기도 수원시 팔달구 신풍동 363-3,디지털정책과,031-5191-2299,37.284552,127.014447,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701080,행궁동 왕의골목_5(신풍로),경기도 수원시 팔달구 장안동 53-12,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 신풍로 66 (장안동),경기도 수원시 팔달구 장안동 53-12,디지털정책과,031-5191-2299,37.286798,127.013604,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701081,행궁동 행리단길_1,경기도 수원시 팔달구 신풍동 116-3,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 화서문로 24-1 (신풍동),경기도 수원시 팔달구 신풍동 116-3,디지털정책과,031-5191-2299,37.285053,127.012855,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701082,행궁동 행리단길_2,경기도 수원시 팔달구 신풍동 116-3,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 화서문로 24-1 (신풍동),경기도 수원시 팔달구 신풍동 116-3,디지털정책과,031-5191-2299,37.285053,127.012855,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701083,행궁동 행리단길_3,경기도 수원시 팔달구 장안동 316-3,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 화서문로31번길 6 (장안동),경기도 수원시 팔달구 장안동 316-3,디지털정책과,031-5191-2299,37.285245,127.011348,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701084,행궁동 행리단길_4,경기도 수원시 팔달구 장안동 80-6,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 신풍로 52 (장안동),경기도 수원시 팔달구 장안동 80-6,디지털정책과,031-5191-2299,37.285724,127.014091,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701085,행궁동 행리단길_5,경기도 수원시 팔달구 장안동 80-6,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 신풍로 52 (장안동),경기도 수원시 팔달구 장안동 80-6,디지털정책과,031-5191-2299,37.285724,127.014091,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701086,행궁동 행정복지센터 앞,경기도 수원시 팔달구 신풍동 산3,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,,경기도 수원시 팔달구 신풍동 산3,디지털정책과,031-5191-2299,37.283723,127.012205,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701087,연무초등학교 앞,경기도 수원시 팔달구 매향동 6-3,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,,경기도 수원시 팔달구 매향동 6-3,디지털정책과,031-5191-2299,37.287625,127.022775,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701088,수원통닭거리,경기도 수원시 팔달구 팔달로2가 26-4,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 팔달문로3번길 27 (팔달로2가),경기도 수원시 팔달구 팔달로2가 26-4,디지털정책과,031-5191-2299,37.278832,127.017635,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701089,수원로데오거리_1,경기도 수원시 팔달구 팔달로3가 79,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 정조로 751-12 (팔달로3가),경기도 수원시 팔달구 팔달로3가 79,디지털정책과,031-5191-2299,37.275588,127.015857,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701090,수원로데오거리_2,경기도 수원시 팔달구 중동 14-1,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 향교로 154 (중동),경기도 수원시 팔달구 중동 14-1,디지털정책과,031-5191-2299,37.274125,127.015924,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701091,수원 공방거리_1,경기도 수원시 팔달구 남창동 26-1,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 행궁로 25 (남창동),경기도 수원시 팔달구 남창동 26-1,디지털정책과,031-5191-2299,37.28031,127.014897,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701092,수원 공방거리_2,경기도 수원시 팔달구 남창동 26-1,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 행궁로 25 (남창동),경기도 수원시 팔달구 남창동 26-1,디지털정책과,031-5191-2299,37.28031,127.014897,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701093,수원 공방거리_3,경기도 수원시 팔달구 남창동 121-5,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,,경기도 수원시 팔달구 남창동 121-5,디지털정책과,031-5191-2299,37.278876,127.015091,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701094,수원 공방거리_4,경기도 수원시 팔달구 남창동 130-2,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,,경기도 수원시 팔달구 남창동 130-2,디지털정책과,031-5191-2299,37.278432,127.015082,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701095,수원 공방거리_5,경기도 수원시 팔달구 팔달로2가 130-4,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 행궁로 55 (팔달로2가),경기도 수원시 팔달구 팔달로2가 130-4,디지털정책과,031-5191-2299,37.277614,127.015655,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701096,수원 공방거리_6,경기도 수원시 팔달구 팔달로2가 130-4,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 행궁로 55 (팔달로2가),경기도 수원시 팔달구 팔달로2가 130-4,디지털정책과,031-5191-2299,37.277614,127.015655,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701097,수원로데오거리_3,경기도 수원시 팔달구 팔달로2가 130-4,경기도,수원시,기타,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 행궁로 55 (팔달로2가),경기도 수원시 팔달구 팔달로2가 130-4,디지털정책과,031-5191-2299,37.277614,127.015655,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701098,팔달문_1(03056),경기도 수원시 팔달구 팔달로2가 47-12,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 정조로 782,경기도 수원시 팔달구 팔달로2가 47-12,디지털정책과,031-5191-2299,37.278327,127.017581,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701099,팔달구청.수원화성박물관(03060),경기도 수원시 팔달구 매향동 49,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 창룡대로 21 (매향동),경기도 수원시 팔달구 매향동 49,디지털정책과,031-5191-2299,37.281967,127.018939,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701100,화서문.장안공원(01258),경기도 수원시 장안구 영화동 371-99,경기도,수원시,교통시설,KT,PublicWiFi@Suwon,202209,,경기도 수원시 장안구 영화동 371-99,디지털정책과,031-5191-2299,37.286139,127.009206,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701101,팔달구청 광장,경기도 수원시 팔달구 매향동 49,경기도,수원시,관공서,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 창룡대로 23 (매향동),경기도 수원시 팔달구 매향동 49,디지털정책과,031-5191-2299,37.281967,127.018939,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701102,팔달문시장_1,경기도 수원시 팔달구 팔달로3가 25-19,경기도,수원시,편의시설,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 정조로 772 (팔달로3가),경기도 수원시 팔달구 팔달로3가 25-19,디지털정책과,031-5191-2299,37.27688,127.01693,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701103,팔달문시장_2,경기도 수원시 팔달구 영동 10-11,경기도,수원시,편의시설,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 정조로764번길 15 (영동),경기도 수원시 팔달구 영동 10-11,디지털정책과,031-5191-2299,37.276313,127.017715,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701104,팔달문시장_3,경기도 수원시 팔달구 영동 10-11,경기도,수원시,편의시설,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 정조로764번길 15 (영동),경기도 수원시 팔달구 영동 10-11,디지털정책과,031-5191-2299,37.276313,127.017715,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701105,팔달문시장_4,경기도 수원시 팔달구 팔달로3가 27-1,경기도,수원시,편의시설,KT,PublicWiFi@Suwon,202209,,경기도 수원시 팔달구 팔달로3가 27-1,디지털정책과,031-5191-2299,37.276706,127.017549,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701106,팔달문시장_5,경기도 수원시 팔달구 팔달로3가 25-1,경기도,수원시,편의시설,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 정조로776번길 8 (팔달로3가),경기도 수원시 팔달구 팔달로3가 25-1,디지털정책과,031-5191-2299,37.27712,127.017544,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701107,시청 종합민원실,경기도 수원시 팔달구 인계동 1111,경기도,수원시,관공서,KT,PublicWiFi@Suwon,202209,경기도 수원시 팔달구 효원로 241 (인계동),경기도 수원시 팔달구 인계동 1111,디지털정책과,031-5191-2299,37.263451,127.028657,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701108,송죽동 행정복지센터,경기도 수원시 장안구 송죽동 502-1,경기도,수원시,관공서,KT,PublicWiFi@Suwon,202209,경기도 수원시 장안구 송원로41번길 16-21 (송죽동),경기도 수원시 장안구 송죽동 502-1,디지털정책과,031-5191-2299,37.300224,127.006771,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701109,세류2동 행정복지센터,경기도 수원시 권선구 세류동 980-1,경기도,수원시,관공서,KT,PublicWiFi@Suwon,202209,경기도 수원시 권선구 덕영대로 1107 (세류동),경기도 수원시 권선구 세류동 980-1,디지털정책과,031-5191-2299,37.253247,127.013156,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
3740000,202637400000701110,호매실동 행정복지센터,경기도 수원시 권선구 호매실동 1367,경기도,수원시,관공서,KT,PublicWiFi@Suwon,202209,경기도 수원시 권선구 칠보로 161 (호매실동),경기도 수원시 권선구 호매실동 1367,디지털정책과,031-5191-2299,37.266251,126.957041,2026-05-12,I,2026-05-15 18:45:29,2026-05-12 16:18:09
